머리,가슴,다리,손,발,방어력,힘,민첩,지능,의지,크리티컬 저항,스태미나,세트보너스 방어력,세트보너스 힘
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5672,874,286,62,251,79,0,386,148
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5651,866,274,52,242,77,0,325,135
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5526,790,289,62,254,79,5,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5940,805,283,229,252,76,0,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5473,764,298,71,258,80,5,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5424,825,297,73,258,82,5,215,103
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5583,859,301,72,261,81,5,386,148
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5427,791,289,62,252,79,5,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5628,850,304,72,264,81,10,381,150
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5851,790,298,239,262,78,5,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,블랙펄 부츠,5773,775,299,239,271,78,0,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,노블레스 부츠,5724,836,298,241,271,80,0,215,103
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,헤레몬 부츠,5883,870,302,240,274,79,0,386,148
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5727,802,290,230,265,77,0,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5737,786,305,240,277,79,5,190,75
노블레스 헬름,헤레몬 메일,노블레스 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6261,841,299,407,275,76,0,300,115
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5721,810,299,69,210,80,0,398,141
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,노블레스 부츠,5635,850,298,71,210,82,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5452,791,302,70,213,81,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5473,769,290,60,204,79,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5483,753,305,70,216,81,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5897,768,299,237,214,78,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,블랙펄 부츠,5716,849,297,71,259,83,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,노블레스 부츠,5667,910,296,73,259,85,0,411,176
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,헤레몬 부츠,5649,898,300,72,262,84,0,405,175
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5670,876,288,62,253,82,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5680,860,303,72,265,84,5,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,6094,875,297,239,263,81,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5556,792,303,70,251,83,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,노블레스 부츠,5672,900,302,72,251,85,0,405,175
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5543,844,306,71,254,84,0,288,130
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5510,819,294,61,245,82,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5520,803,309,71,257,84,5,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5934,818,303,238,255,81,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5577,768,290,60,243,79,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5693,876,289,62,243,81,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5510,817,293,61,246,80,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5666,855,281,51,237,78,0,331,133
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5541,779,296,61,249,80,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5955,794,290,228,247,77,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5488,753,305,70,253,81,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5604,861,304,72,253,83,5,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5421,802,308,71,256,82,5,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5442,780,296,61,247,80,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5643,839,311,71,259,82,10,387,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5866,779,305,238,257,79,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,블랙펄 부츠,5788,764,306,238,266,79,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,노블레스 부츠,5904,872,305,240,266,81,0,386,148
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,헤레몬 부츠,5721,813,309,239,269,80,0,215,100
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5742,791,297,229,260,78,0,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5752,775,312,239,272,80,5,196,73
노블레스 헬름,헤레몬 메일,헤레몬 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6276,830,306,406,270,77,0,306,113
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5565,740,282,59,202,77,0,202,68
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,노블레스 부츠,5479,780,281,61,202,79,0,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5473,767,285,60,205,78,0,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5452,759,273,50,196,76,0,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5327,683,288,60,208,78,5,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5741,698,282,227,206,75,0,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,블랙펄 부츠,5560,779,280,61,251,80,0,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,노블레스 부츠,5511,840,279,63,251,82,0,215,103
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,헤레몬 부츠,5670,874,283,62,254,81,0,386,148
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5649,866,271,52,245,79,0,325,135
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5524,790,286,62,257,81,5,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5938,805,280,229,255,78,0,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5577,768,286,60,243,80,0,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,노블레스 부츠,5693,876,285,62,243,82,0,386,148
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5510,817,289,61,246,81,0,215,100
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5666,855,277,51,237,79,0,331,133
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5541,779,292,61,249,81,5,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5955,794,286,228,247,78,0,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5556,758,273,50,235,76,0,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5672,866,272,52,235,78,0,325,135
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5666,853,276,51,238,77,0,331,133
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5585,815,264,41,229,75,0,210,90
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5520,769,279,51,241,77,5,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5934,784,273,218,239,74,0,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5332,683,288,60,245,78,5,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5448,791,287,62,245,80,5,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5442,778,291,61,248,79,5,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5421,770,279,51,239,77,5,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5487,769,294,61,251,79,10,191,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5710,709,288,228,249,76,5,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,블랙펄 부츠,5632,694,289,228,258,76,0,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,노블레스 부츠,5748,802,288,230,258,78,0,190,75
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,헤레몬 부츠,5742,789,292,229,261,77,0,196,73
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5721,781,280,219,252,75,0,135,60
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5596,705,295,229,264,77,5,0,0
노블레스 헬름,헤레몬 메일,아마겟돈 스케일 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6120,760,289,396,262,74,0,110,40
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5530,723,296,69,212,79,7,202,68
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,노블레스 부츠,5444,763,295,71,212,81,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5438,750,299,70,215,80,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5282,682,287,60,206,78,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5483,741,302,70,218,80,12,191,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5706,681,296,237,216,77,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,블랙펄 부츠,5525,762,294,71,261,82,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,노블레스 부츠,5476,823,293,73,261,84,7,215,103
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,헤레몬 부츠,5635,857,297,72,264,83,7,386,148
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5479,789,285,62,255,81,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5680,848,300,72,267,83,12,381,150
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5903,788,294,239,265,80,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5542,751,300,70,253,82,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,노블레스 부츠,5658,859,299,72,253,84,7,386,148
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5475,800,303,71,256,83,7,215,100
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5496,778,291,61,247,81,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5697,837,306,71,259,83,12,387,148
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5920,777,300,238,257,80,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5386,681,287,60,245,78,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5502,789,286,62,245,80,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5496,776,290,61,248,79,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5475,768,278,51,239,77,7,135,60
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5541,767,293,61,251,79,12,191,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5764,707,287,228,249,76,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5488,741,302,70,255,80,12,191,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5604,849,301,72,255,82,12,381,150
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5598,836,305,71,258,81,12,387,148
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5442,768,293,61,249,79,12,191,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5477,780,308,71,261,81,17,216,103
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5866,767,302,238,259,78,12,191,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,+3 레지나 글로브,블랙펄 부츠,5597,677,303,238,268,78,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,+3 레지나 글로브,노블레스 부츠,5713,785,302,240,268,80,7,190,75
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,+3 레지나 글로브,헤레몬 부츠,5707,772,306,239,271,79,7,196,73
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5551,704,294,229,262,77,7,0,0
노블레스 헬름,헤레몬 메일,스켈레톤 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5752,763,309,239,274,79,12,191,75
